code;ENGLISH.;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
indirect_artillery_fire;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation’s armed forces, but by this time flintlock rifles are in use by our entire army.;Tir indirect d'artillerie;Indirekter Artilleriebeschuss;;;;;;;;;;;x
indirect_artillery_fire_desc;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation’s armed forces, but by this time muzzle-loaded rifles are in use by our entire army.;Tir indirect d'artillerie;Indirekter Artilleriebeschuss;;;;;;;;;;;x
indirect_fire_techniques;This doctrine enabled groups of ships to hunt and destroy in the sea-lanes.;;;;;;;;;;;;;x
indirect_fire_techniques_desc;The impact of Jevons on economics can hardly be exaggerated.  As the father of Neoclassical economics, his legacy is secure.  However, in some ways, he stopped short of the mark.  Jevons could have gone further by connecting his insights in pure exchange into a wider theory incorporating production, capital, money and the business cycle in a more systematic and consistent manner that would have knocked the Ricardian School completely out of the picture.  Had he not died so young, Jevons might yet have done so, but the next economics treatise he was working on (published posthumously in 1905), did not really seem to go in that ambitious direction.  As such, by the time of his death, the Marginalist Revolution was still in its insurrectionist phase.  It was still a tentative proposition rather than a firmly-set and integrated system, a scientific hypothesis but not quite yet a science. It should be noted that Jevons made maybe as much for the subject of Logics as for economics, which is quite a feat.;;;;;;;;;;;;;x
individualism;By a regulating a sound state bond system the government could lend money internally and get control of currency flows. This was one important measure to get a stable monetary system.;Individualisme;Individualismus;;;;;;;;;;;x
individualism_desc;A number of state-run educational facilities have appeared, increasing not only our ability to educate the people but also increasing the number of loyal citizens in the next generation.;L'individualisme est la croyance en l'importance de l'individu et en la vertu de l'autonomie et de l'indépendance des personnes. Cette doctrine établit aussi que le gouvernement ne doit pas intervenir dans les affaires commerciales.;Der Individualismus ist der Glaube an die Bedeutung des Individuums und die Tugenden der Selbstständigkeit und persönlichen Unabhängigkeit. Diese Lehre besagt auch, dass sich die Regierung nicht in geschäftliche Angelegenheiten einmischen sollte.;;;;;;;;;;;x
industrial_bakeries;State & Government.;;;;;;;;;;;;;x
industrial_bakeries_desc;The first steam ships in the navies of the 19th Century were not warships but tugs, dredgers and despatch ships. By freeing sailing ships from constraints of tide and wind, these auxiliary ships make our fleets faster and more flexible.;;;;;;;;;;;;;x
industrial_distribution_investments;Silk reeling is the process by which a number of cocoon baves are reeled together to produce a single thread. This is achieved by unwinding filaments collectively from a group of cooked cocoons at one end in a warm water bath and winding the resultant thread onto a fast-moving reel. By mechanizing the process, we could increase our silk-reeling efficiency.;Investissements industriels dans la distribution;Industrielle Verteilungsinvestitionen;;;;;;;;;;;x
industrial_distribution_investments_desc;The steam shovel was the first powered excavating machine. William Otis patented an original design in 1839. Early steam shovels were ‘partial-swing,’ meaning the boom and winch could not rotate a full 360 degrees. Steam shovels became more widespread in the last half of the nineteenth century with the development of steel cables and a full-swing design. Steam shovels operated on railways until the invention of caterpillar tracks, and were heavily involved in the development of large-scale, open-pit mining. 102 steam shovels were employed to excavate the Panama Canal.;Avec le développement économique, il devenait intéressant pour les entreprises de racheter leur réseau de distribution pour se développer à long terme.;Zu diesem Zeitpunkt begannen Unternehmen damit, langfristige Produktionen durch Einkäufe in die Vertriebswege effizienter zu gestalten.;;;;;;;;;;;x
industrial_electrolysis;Steam Turbine.;;;;;;;;;;;;;x
industrial_electrolysis_desc;Steam Turbine Ships.;;;;;;;;;;;;;x
industrial_farming;Using boiling water to produce mechanical motion goes back over 2000 years, but early devices were not practical. The Spanish inventor Jerónimo de Ayanz y Beaumont patented in 1606 the first steam engine. In 1698 Thomas Savery patented a steam pump that used steam in direct contact with the water being pumped. Savery’s steam pump used condensing steam to create a vacuum and draw water into a chamber, and then applied pressurized steam to further pump the water. Thomas Newcomen’s atmospheric engine was the first commercial true steam engine using a piston and was used in 1712 for pumping in a mine.;;;;;;;;;;;;;x
industrial_farming_desc;These huge plants had movable machines that travelled between each dock adding its part to the hull of the future steamer.;;;;;;;;;;;;;x
industrial_furniture_production;Building steam ships is no easy task, thus we need to first design a shipyard of the appropriate size to begin construction.;;;;;;;;;;;;;x
industrial_furniture_production_desc;The construction of shipyards capable of producing steamships is now within the realm of possibility.;;;;;;;;;;;;;x
industrial_livestock_husbandry;Steamer Transports are the replacement for clipper transports. They replaced the traditional sails with steam propulsion and therefore had much greater speed and reliability.;;;;;;;;;;;;;x
industrial_livestock_husbandry_desc;Steamers.;;;;;;;;;;;;;x
industrial_luxury_furniture_production;This meant adding small amounts of other metals to the iron during the steel-making process. The effect was that it was now possible to tailor the attributes of the metal and make different kind of steel for different kinds of uses.;;;;;;;;;;;;;x
industrial_luxury_furniture_production_desc;Steel Breech-loaded Artillery.;;;;;;;;;;;;;x
industrial_paper_production;Steel Railroad.;;;;;;;;;;;;;x
industrial_paper_production_desc;We have developed means of producing new firearms. These should be communicated to our factories, so they may be mass-produced.;;;;;;;;;;;;;x
industrial_production_investments;Steel Steamers.;Investissements industriels dans la production;Industrielle Produktionsinvestitionen;;;;;;;;;;;x
industrial_production_investments_desc;A refinery capable of mass-producing quality steel is one of the most expensive and important abilities for a nation seeking to truly industrialize.;Avec le développement économique, il devenait intéressant pour les entreprises d'investir dans de nouvelles usines et de racheter leurs sous-traitants pour se développer à long terme.;Zu diesem Zeitpunkt begannen Unternehmen damit, langfristige Produktionen durch Investitionen in Fabrikanlagen und Aufkäufe von Kleinzulieferern effizienter zu gestalten.;;;;;;;;;;;x
industrial_railroads;In the machines used in the stiff-plastic process the previously powdered and screened clay is mixed into a stiff-plastic, granular material, which is afterwards compressed into a stiff paste. The mixing may be made in a trough-mixer or in a pug-mill. The shaping of bricks by the stiff-plastic process take places in two parts: the clot or roughly shaped brick which is made by mechanically forcing the stiff paste into a mould and the brick which is made by pressing the clot.;;;;;;;;;;;;;x
industrial_railroads_desc;Stock exchanges provide a market for the brokerage and trade of stocks and securities. They generally offer a wide range of different financial securities.;;;;;;;;;;;;;x
industrial_rnd_investments;The issuing of stocks as proof of ownership in companies has led to an entire industry based on the speculation of these companies’ worth.;Investissements industriels en recherche et développement;Industrielle F&E-Investitionen;;;;;;;;;;;x
industrial_rnd_investments_desc;Strategic destruction called for airpower to focus on the bombing of enemy cities and factories, in order to not only destroy the enemy’s ability to produce the weaponry of war, but also to break the will of the enemy populace, thus leading to increased pressure on the enemy government to surrender.;Avec le développement économique, il devenait intéressant pour les entreprises d'investir dans la recherche de nouveaux outils et de nouveaux produits pour se développer à long terme.;Zu diesem Zeitpunkt begannen Unternehmen damit, langfristige Produktionen durch Investitionen in neue Hilfsmittel und Produkte effizienter zu gestalten.;;;;;;;;;;;x
